Hospital_ID,Hospital_Name,City,Latitude,Longitude,Item_Name,Category,Quantity_Available,Minimum_Required,Status,Expiry_Date
HOSP-1404,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Blood Bag (O+ Positive),Blood Bank,45,20,Normal,2025-12-30
HOSP-1405,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Ventilator Circuit,Equipment,27,15,Normal,2026-04-20
HOSP-1406,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,2432,500,Normal,2026-11-24
HOSP-1407,Thanjavur Medical College,Thanjavur,10.787,79.1378,Ventilator Circuit,Equipment,17,15,Normal,2026-01-20
HOSP-1408,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Paracetamol IV,Medicine,476,200,Normal,2026-04-07
HOSP-1409,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,139,50,Normal,2026-04-11
HOSP-1410,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Surgical Gloves (Sterile),Consumables,463,500,CRITICAL,2026-03-26
HOSP-1411,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Insulin Vials,Medicine,702,150,Normal,2026-08-22
HOSP-1412,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Surgical Gloves (Sterile),Consumables,1574,500,Normal,2026-01-30
HOSP-1413,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Oxygen Cylinder (B-Type),Respiratory,228,50,Normal,2027-06-21
HOSP-1414,Salem Govt Hospital,Salem,11.6643,78.146,Blood Bag (O+ Positive),Blood Bank,56,20,Normal,2026-03-12
HOSP-1415,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,80,20,Normal,2027-02-21
HOSP-1416,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Ventilator Circuit,Equipment,1,15,CRITICAL,2027-07-21
HOSP-1417,Salem Govt Hospital,Salem,11.6643,78.146,Paracetamol IV,Medicine,218,200,Normal,2026-08-28
HOSP-1418,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Surgical Gloves (Sterile),Consumables,4,500,CRITICAL,2026-05-09
HOSP-1419,Thanjavur Medical College,Thanjavur,10.787,79.1378,N95 Masks,PPE,1110,300,Normal,2026-02-25
HOSP-1420,Salem Govt Hospital,Salem,11.6643,78.146,Blood Bag (O+ Positive),Blood Bank,21,20,Normal,2027-01-16
HOSP-1421,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Ventilator Circuit,Equipment,39,15,Normal,2026-11-16
HOSP-1422,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Surgical Gloves (Sterile),Consumables,320,500,CRITICAL,2027-03-21
HOSP-1423,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Ventilator Circuit,Equipment,29,15,Normal,2026-08-09
HOSP-1424,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Blood Bag (O+ Positive),Blood Bank,15,20,CRITICAL,2026-09-27
HOSP-1425,Salem Govt Hospital,Salem,11.6643,78.146,Insulin Vials,Medicine,111,150,CRITICAL,2026-02-17
HOSP-1426,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Oxygen Cylinder (B-Type),Respiratory,191,50,Normal,2027-09-16
HOSP-1427,Salem Govt Hospital,Salem,11.6643,78.146,Ventilator Circuit,Equipment,60,15,Normal,2027-09-03
HOSP-1428,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Oxygen Cylinder (B-Type),Respiratory,234,50,Normal,2027-10-17
HOSP-1429,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Blood Bag (O+ Positive),Blood Bank,94,20,Normal,2026-12-06
HOSP-1430,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Insulin Vials,Medicine,51,150,CRITICAL,2027-10-14
HOSP-1431,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Surgical Gloves (Sterile),Consumables,684,500,Normal,2026-06-25
HOSP-1432,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,61,20,Normal,2027-06-29
HOSP-1433,Thanjavur Medical College,Thanjavur,10.787,79.1378,Surgical Gloves (Sterile),Consumables,1442,500,Normal,2027-09-30
HOSP-1434,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Paracetamol IV,Medicine,889,200,Normal,2026-05-18
HOSP-1435,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Blood Bag (O+ Positive),Blood Bank,42,20,Normal,2027-07-29
HOSP-1436,Salem Govt Hospital,Salem,11.6643,78.146,Paracetamol IV,Medicine,43,200,CRITICAL,2027-08-20
HOSP-1437,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Paracetamol IV,Medicine,569,200,Normal,2026-10-12
HOSP-1438,Thanjavur Medical College,Thanjavur,10.787,79.1378,Remdesivir Injection,Medicine,485,100,Normal,2027-11-11
HOSP-1439,Coimbatore Medical College,Coimbatore,11.0168,76.9558,N95 Masks,PPE,1384,300,Normal,2026-09-17
HOSP-1440,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Insulin Vials,Medicine,51,150,CRITICAL,2027-04-07
HOSP-1441,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,75,20,Normal,2026-06-28
HOSP-1442,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Insulin Vials,Medicine,566,150,Normal,2026-12-04
HOSP-1443,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Insulin Vials,Medicine,525,150,Normal,2027-01-17
HOSP-1444,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Paracetamol IV,Medicine,944,200,Normal,2027-03-09
HOSP-1445,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Paracetamol IV,Medicine,544,200,Normal,2026-03-04
HOSP-1446,Salem Govt Hospital,Salem,11.6643,78.146,Remdesivir Injection,Medicine,268,100,Normal,2026-09-08
HOSP-1447,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Remdesivir Injection,Medicine,100,100,Normal,2026-10-18
HOSP-1448,Thanjavur Medical College,Thanjavur,10.787,79.1378,Oxygen Cylinder (B-Type),Respiratory,163,50,Normal,2026-02-21
HOSP-1449,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Paracetamol IV,Medicine,889,200,Normal,2027-05-26
HOSP-1450,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Paracetamol IV,Medicine,809,200,Normal,2026-06-09
HOSP-1451,Madurai Medical College,Madurai,9.9252,78.1198,Insulin Vials,Medicine,155,150,Normal,2026-08-09
HOSP-1452,Salem Govt Hospital,Salem,11.6643,78.146,Surgical Gloves (Sterile),Consumables,2318,500,Normal,2027-11-05
HOSP-1453,Salem Govt Hospital,Salem,11.6643,78.146,Blood Bag (O+ Positive),Blood Bank,29,20,Normal,2027-08-03
HOSP-1454,Salem Govt Hospital,Salem,11.6643,78.146,N95 Masks,PPE,690,300,Normal,2026-04-20
HOSP-1455,Salem Govt Hospital,Salem,11.6643,78.146,Remdesivir Injection,Medicine,172,100,Normal,2027-10-08
HOSP-1456,Thanjavur Medical College,Thanjavur,10.787,79.1378,Remdesivir Injection,Medicine,209,100,Normal,2026-04-25
HOSP-1457,Madurai Medical College,Madurai,9.9252,78.1198,Oxygen Cylinder (B-Type),Respiratory,139,50,Normal,2026-05-07
HOSP-1458,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Paracetamol IV,Medicine,765,200,Normal,2026-01-01
HOSP-1459,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Insulin Vials,Medicine,320,150,Normal,2026-12-18
HOSP-1460,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Surgical Gloves (Sterile),Consumables,2275,500,Normal,2027-07-18
HOSP-1461,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Oxygen Cylinder (B-Type),Respiratory,112,50,Normal,2026-07-17
HOSP-1462,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Surgical Gloves (Sterile),Consumables,1768,500,Normal,2027-09-05
HOSP-1463,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,198,50,Normal,2027-08-03
HOSP-1464,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Surgical Gloves (Sterile),Consumables,735,500,Normal,2026-02-05
HOSP-1465,Thanjavur Medical College,Thanjavur,10.787,79.1378,Oxygen Cylinder (B-Type),Respiratory,52,50,Normal,2027-10-05
HOSP-1466,Thanjavur Medical College,Thanjavur,10.787,79.1378,Blood Bag (O+ Positive),Blood Bank,95,20,Normal,2026-11-11
HOSP-1467,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,123,50,Normal,2026-12-23
HOSP-1468,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Ventilator Circuit,Equipment,64,15,Normal,2027-05-13
HOSP-1469,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Blood Bag (O+ Positive),Blood Bank,90,20,Normal,2027-05-29
HOSP-1470,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Oxygen Cylinder (B-Type),Respiratory,161,50,Normal,2027-02-13
HOSP-1471,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Remdesivir Injection,Medicine,231,100,Normal,2026-10-24
HOSP-1472,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Surgical Gloves (Sterile),Consumables,752,500,Normal,2026-08-19
HOSP-1473,Madurai Medical College,Madurai,9.9252,78.1198,Oxygen Cylinder (B-Type),Respiratory,194,50,Normal,2026-06-04
HOSP-1474,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,N95 Masks,PPE,410,300,Normal,2026-09-02
HOSP-1475,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Blood Bag (O+ Positive),Blood Bank,60,20,Normal,2027-05-30
HOSP-1476,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Insulin Vials,Medicine,158,150,Normal,2026-09-08
HOSP-1477,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Paracetamol IV,Medicine,731,200,Normal,2027-01-25
HOSP-1478,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Insulin Vials,Medicine,299,150,Normal,2026-03-12
HOSP-1479,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Paracetamol IV,Medicine,799,200,Normal,2027-08-01
HOSP-1480,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Oxygen Cylinder (B-Type),Respiratory,131,50,Normal,2027-04-24
HOSP-1481,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Blood Bag (O+ Positive),Blood Bank,60,20,Normal,2027-08-11
HOSP-1482,Salem Govt Hospital,Salem,11.6643,78.146,Insulin Vials,Medicine,486,150,Normal,2027-11-10
HOSP-1483,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Insulin Vials,Medicine,224,150,Normal,2027-10-24
HOSP-1484,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Paracetamol IV,Medicine,911,200,Normal,2027-01-05
HOSP-1485,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Insulin Vials,Medicine,744,150,Normal,2027-01-13
HOSP-1486,Thanjavur Medical College,Thanjavur,10.787,79.1378,Oxygen Cylinder (B-Type),Respiratory,159,50,Normal,2027-09-17
HOSP-1487,Madurai Medical College,Madurai,9.9252,78.1198,N95 Masks,PPE,693,300,Normal,2026-06-26
HOSP-1488,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Blood Bag (O+ Positive),Blood Bank,90,20,Normal,2026-11-19
HOSP-1489,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Surgical Gloves (Sterile),Consumables,692,500,Normal,2027-08-10
HOSP-1490,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Blood Bag (O+ Positive),Blood Bank,3,20,CRITICAL,2027-10-04
HOSP-1491,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Insulin Vials,Medicine,69,150,CRITICAL,2027-01-18
HOSP-1492,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,N95 Masks,PPE,691,300,Normal,2027-01-01
HOSP-1493,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,221,50,Normal,2027-10-15
HOSP-1494,Salem Govt Hospital,Salem,11.6643,78.146,Surgical Gloves (Sterile),Consumables,324,500,CRITICAL,2027-08-31
HOSP-1495,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,2054,500,Normal,2026-09-29
HOSP-1496,Madurai Medical College,Madurai,9.9252,78.1198,N95 Masks,PPE,844,300,Normal,2026-07-16
HOSP-1497,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,138,500,CRITICAL,2027-07-03
HOSP-1498,Salem Govt Hospital,Salem,11.6643,78.146,N95 Masks,PPE,886,300,Normal,2026-06-14
HOSP-1499,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Ventilator Circuit,Equipment,57,15,Normal,2027-11-01
HOSP-1500,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Paracetamol IV,Medicine,482,200,Normal,2026-03-19
HOSP-1501,Salem Govt Hospital,Salem,11.6643,78.146,Paracetamol IV,Medicine,760,200,Normal,2027-04-20
HOSP-1502,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Surgical Gloves (Sterile),Consumables,190,500,CRITICAL,2027-10-01
HOSP-1503,Salem Govt Hospital,Salem,11.6643,78.146,Paracetamol IV,Medicine,767,200,Normal,2027-08-19
HOSP-1504,Thanjavur Medical College,Thanjavur,10.787,79.1378,Paracetamol IV,Medicine,728,200,Normal,2026-10-29
HOSP-1505,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,347,500,CRITICAL,2026-11-30
HOSP-1506,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Surgical Gloves (Sterile),Consumables,526,500,Normal,2026-07-04
HOSP-1507,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Paracetamol IV,Medicine,373,200,Normal,2027-09-11
HOSP-1508,Salem Govt Hospital,Salem,11.6643,78.146,Remdesivir Injection,Medicine,118,100,Normal,2027-04-17
HOSP-1509,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Paracetamol IV,Medicine,485,200,Normal,2026-02-12
HOSP-1510,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Surgical Gloves (Sterile),Consumables,2457,500,Normal,2027-03-20
HOSP-1511,Madurai Medical College,Madurai,9.9252,78.1198,Paracetamol IV,Medicine,822,200,Normal,2027-05-26
HOSP-1512,Madurai Medical College,Madurai,9.9252,78.1198,Ventilator Circuit,Equipment,57,15,Normal,2027-04-26
HOSP-1513,Madurai Medical College,Madurai,9.9252,78.1198,Insulin Vials,Medicine,657,150,Normal,2027-02-05
HOSP-1514,Madurai Medical College,Madurai,9.9252,78.1198,N95 Masks,PPE,533,300,Normal,2027-02-25
HOSP-1515,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Insulin Vials,Medicine,295,150,Normal,2027-08-02
HOSP-1516,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Remdesivir Injection,Medicine,20,100,CRITICAL,2026-08-24
HOSP-1517,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Paracetamol IV,Medicine,755,200,Normal,2027-09-09
HOSP-1518,Salem Govt Hospital,Salem,11.6643,78.146,Insulin Vials,Medicine,190,150,Normal,2027-11-16
HOSP-1519,Madurai Medical College,Madurai,9.9252,78.1198,Remdesivir Injection,Medicine,99,100,CRITICAL,2027-05-23
HOSP-1520,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Ventilator Circuit,Equipment,36,15,Normal,2027-09-29
HOSP-1521,Thanjavur Medical College,Thanjavur,10.787,79.1378,Oxygen Cylinder (B-Type),Respiratory,196,50,Normal,2026-08-14
HOSP-1522,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,1512,500,Normal,2026-01-10
HOSP-1523,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Ventilator Circuit,Equipment,15,15,Normal,2026-04-19
HOSP-1524,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,2372,500,Normal,2027-02-28
HOSP-1525,Thanjavur Medical College,Thanjavur,10.787,79.1378,Blood Bag (O+ Positive),Blood Bank,26,20,Normal,2027-11-05
HOSP-1526,Madurai Medical College,Madurai,9.9252,78.1198,N95 Masks,PPE,193,300,CRITICAL,2027-08-08
HOSP-1527,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Paracetamol IV,Medicine,906,200,Normal,2026-07-08
HOSP-1528,Salem Govt Hospital,Salem,11.6643,78.146,Blood Bag (O+ Positive),Blood Bank,51,20,Normal,2027-09-22
HOSP-1529,Madurai Medical College,Madurai,9.9252,78.1198,Oxygen Cylinder (B-Type),Respiratory,20,50,CRITICAL,2025-12-28
HOSP-1530,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Oxygen Cylinder (B-Type),Respiratory,135,50,Normal,2027-10-15
HOSP-1531,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Oxygen Cylinder (B-Type),Respiratory,117,50,Normal,2027-02-08
HOSP-1532,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,N95 Masks,PPE,1039,300,Normal,2026-06-06
HOSP-1533,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Blood Bag (O+ Positive),Blood Bank,9,20,CRITICAL,2027-02-20
HOSP-1534,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Insulin Vials,Medicine,197,150,Normal,2027-05-15
HOSP-1535,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Oxygen Cylinder (B-Type),Respiratory,163,50,Normal,2027-03-26
HOSP-1536,Madurai Medical College,Madurai,9.9252,78.1198,N95 Masks,PPE,857,300,Normal,2027-02-20
HOSP-1537,Thanjavur Medical College,Thanjavur,10.787,79.1378,Blood Bag (O+ Positive),Blood Bank,26,20,Normal,2027-10-28
HOSP-1538,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,N95 Masks,PPE,436,300,Normal,2027-05-15
HOSP-1539,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Oxygen Cylinder (B-Type),Respiratory,96,50,Normal,2027-08-13
HOSP-1540,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Remdesivir Injection,Medicine,439,100,Normal,2026-09-02
HOSP-1541,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Surgical Gloves (Sterile),Consumables,341,500,CRITICAL,2026-08-14
HOSP-1542,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,29,20,Normal,2027-03-24
HOSP-1543,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Oxygen Cylinder (B-Type),Respiratory,229,50,Normal,2027-02-26
HOSP-1544,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Ventilator Circuit,Equipment,64,15,Normal,2027-05-13
HOSP-1545,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Blood Bag (O+ Positive),Blood Bank,83,20,Normal,2026-11-24
HOSP-1546,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,N95 Masks,PPE,1175,300,Normal,2026-03-06
HOSP-1547,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Ventilator Circuit,Equipment,8,15,CRITICAL,2027-08-03
HOSP-1548,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Remdesivir Injection,Medicine,390,100,Normal,2026-10-09
HOSP-1549,Thanjavur Medical College,Thanjavur,10.787,79.1378,N95 Masks,PPE,521,300,Normal,2027-09-19
HOSP-1550,Madurai Medical College,Madurai,9.9252,78.1198,Ventilator Circuit,Equipment,39,15,Normal,2026-11-11
HOSP-1551,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Oxygen Cylinder (B-Type),Respiratory,196,50,Normal,2026-08-08
HOSP-1552,Madurai Medical College,Madurai,9.9252,78.1198,Oxygen Cylinder (B-Type),Respiratory,226,50,Normal,2026-05-18
HOSP-1553,Salem Govt Hospital,Salem,11.6643,78.146,Insulin Vials,Medicine,750,150,Normal,2027-05-25
HOSP-1554,Madurai Medical College,Madurai,9.9252,78.1198,Insulin Vials,Medicine,729,150,Normal,2027-08-21
HOSP-1555,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Paracetamol IV,Medicine,38,200,CRITICAL,2026-11-26
HOSP-1556,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Paracetamol IV,Medicine,762,200,Normal,2027-08-18
HOSP-1557,Salem Govt Hospital,Salem,11.6643,78.146,Ventilator Circuit,Equipment,41,15,Normal,2026-02-18
HOSP-1558,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Surgical Gloves (Sterile),Consumables,142,500,CRITICAL,2026-08-21
HOSP-1559,Thanjavur Medical College,Thanjavur,10.787,79.1378,Remdesivir Injection,Medicine,76,100,CRITICAL,2027-02-20
HOSP-1560,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Surgical Gloves (Sterile),Consumables,1316,500,Normal,2026-07-06
HOSP-1561,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,N95 Masks,PPE,969,300,Normal,2026-09-08
HOSP-1562,Thanjavur Medical College,Thanjavur,10.787,79.1378,Paracetamol IV,Medicine,720,200,Normal,2026-12-28
HOSP-1563,Madurai Medical College,Madurai,9.9252,78.1198,Remdesivir Injection,Medicine,180,100,Normal,2027-05-15
HOSP-1564,Coimbatore Medical College,Coimbatore,11.0168,76.9558,N95 Masks,PPE,1037,300,Normal,2027-11-19
HOSP-1565,Coimbatore Medical College,Coimbatore,11.0168,76.9558,N95 Masks,PPE,359,300,Normal,2026-04-24
HOSP-1566,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Remdesivir Injection,Medicine,42,100,CRITICAL,2027-08-30
HOSP-1567,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,99,20,Normal,2027-08-19
HOSP-1568,Salem Govt Hospital,Salem,11.6643,78.146,N95 Masks,PPE,1058,300,Normal,2027-06-30
HOSP-1569,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Paracetamol IV,Medicine,238,200,Normal,2026-08-28
HOSP-1570,Salem Govt Hospital,Salem,11.6643,78.146,Insulin Vials,Medicine,646,150,Normal,2026-08-13
HOSP-1571,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Remdesivir Injection,Medicine,451,100,Normal,2026-10-14
HOSP-1572,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,N95 Masks,PPE,735,300,Normal,2026-11-20
HOSP-1573,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Blood Bag (O+ Positive),Blood Bank,32,20,Normal,2026-02-11
HOSP-1574,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,116,50,Normal,2026-07-14
HOSP-1575,Salem Govt Hospital,Salem,11.6643,78.146,Insulin Vials,Medicine,307,150,Normal,2027-11-17
HOSP-1576,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Oxygen Cylinder (B-Type),Respiratory,208,50,Normal,2026-12-18
HOSP-1577,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Insulin Vials,Medicine,669,150,Normal,2027-07-02
HOSP-1578,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Ventilator Circuit,Equipment,28,15,Normal,2026-12-10
HOSP-1579,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Surgical Gloves (Sterile),Consumables,975,500,Normal,2026-03-08
HOSP-1580,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,95,500,CRITICAL,2026-09-08
HOSP-1581,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Paracetamol IV,Medicine,527,200,Normal,2027-10-07
HOSP-1582,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Insulin Vials,Medicine,32,150,CRITICAL,2026-11-16
HOSP-1583,Thanjavur Medical College,Thanjavur,10.787,79.1378,Surgical Gloves (Sterile),Consumables,658,500,Normal,2027-05-09
HOSP-1584,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Ventilator Circuit,Equipment,12,15,CRITICAL,2027-08-01
HOSP-1585,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Surgical Gloves (Sterile),Consumables,132,500,CRITICAL,2026-02-16
HOSP-1586,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Blood Bag (O+ Positive),Blood Bank,83,20,Normal,2026-08-16
HOSP-1587,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Insulin Vials,Medicine,386,150,Normal,2027-07-20
HOSP-1588,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Surgical Gloves (Sterile),Consumables,508,500,Normal,2027-07-26
HOSP-1589,Thanjavur Medical College,Thanjavur,10.787,79.1378,Blood Bag (O+ Positive),Blood Bank,70,20,Normal,2027-06-28
HOSP-1590,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Remdesivir Injection,Medicine,60,100,CRITICAL,2027-06-30
HOSP-1591,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Insulin Vials,Medicine,470,150,Normal,2027-11-12
HOSP-1592,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Oxygen Cylinder (B-Type),Respiratory,171,50,Normal,2027-01-17
HOSP-1593,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Remdesivir Injection,Medicine,167,100,Normal,2027-08-24
HOSP-1594,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Oxygen Cylinder (B-Type),Respiratory,139,50,Normal,2026-09-27
HOSP-1595,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,210,50,Normal,2026-09-16
HOSP-1596,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Paracetamol IV,Medicine,23,200,CRITICAL,2027-08-28
HOSP-1597,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,96,20,Normal,2027-05-27
HOSP-1598,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Remdesivir Injection,Medicine,96,100,CRITICAL,2026-05-29
HOSP-1599,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Oxygen Cylinder (B-Type),Respiratory,219,50,Normal,2027-01-11
HOSP-1600,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Oxygen Cylinder (B-Type),Respiratory,81,50,Normal,2026-08-19
HOSP-1601,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,21,20,Normal,2026-11-13
HOSP-1602,Madurai Medical College,Madurai,9.9252,78.1198,Oxygen Cylinder (B-Type),Respiratory,215,50,Normal,2026-05-16
HOSP-1603,Salem Govt Hospital,Salem,11.6643,78.146,Paracetamol IV,Medicine,782,200,Normal,2027-03-25
HOSP-1604,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Surgical Gloves (Sterile),Consumables,1227,500,Normal,2026-09-04
HOSP-1605,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Paracetamol IV,Medicine,56,200,CRITICAL,2026-03-23
HOSP-1606,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Oxygen Cylinder (B-Type),Respiratory,214,50,Normal,2026-11-05
